Date,Window,Threshold_q,Threshold_u,Exceedances_k,xi_shape,beta_scale,VaR95,ES95,VaR99,ES99
1993-12-15,1000,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-16,1000,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-17,1000,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-20,1000,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-21,1000,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-22,1000,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-23,1000,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-27,1000,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-28,1000,0.95,0.012192187455795903,50,0.0708989891496566,0.004820923953898201,0.012192187455795903,0.01738099243781388,0.020411173262881006,0.026227162780006082
1993-12-29,1000,0.95,0.012192187455795903,50,0.0708989891496566,0.004820923953898201,0.012192187455795903,0.01738099243781388,0.020411173262881006,0.026227162780006082
1993-12-30,1000,0.95,0.012192187455795903,50,0.0708989891496566,0.004820923953898201,0.012192187455795903,0.01738099243781388,0.020411173262881006,0.026227162780006082
1993-12-31,1000,0.95,0.012192187455795903,50,0.0708989891496566,0.004820923953898201,0.012192187455795903,0.01738099243781388,0.020411173262881006,0.026227162780006082
1994-01-03,1000,0.95,0.012192187455795903,50,0.0708989891496566,0.004820923953898201,0.012192187455795903,0.01738099243781388,0.020411173262881006,0.026227162780006082
1994-01-04,1000,0.95,0.012192187455795903,50,0.0708989891496566,0.004820923953898201,0.012192187455795903,0.01738099243781388,0.020411173262881006,0.026227162780006082
1994-01-05,1000,0.95,0.012189118585235657,50,0.11940527841193754,0.004332940952592972,0.012189118585235654,0.017109589769504118,0.019877863312099227,0.025840898893181023
1994-01-06,1000,0.95,0.012189118585235657,50,0.11940527841193754,0.004332940952592972,0.012189118585235654,0.017109589769504118,0.019877863312099227,0.025840898893181023
1994-01-07,1000,0.95,0.012189118585235657,50,0.11940527841193754,0.004332940952592972,0.012189118585235654,0.017109589769504118,0.019877863312099227,0.025840898893181023
1994-01-10,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-11,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-12,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-13,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-14,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-17,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-18,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-19,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-20,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-21,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-24,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-25,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-26,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-27,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-28,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-31,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-02-01,1000,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
