Date,Window,VolWindow,Vol,VolPct,q_t,Threshold_u,Exceedances_k,xi_shape,beta_scale,VaR95,ES95,VaR99,ES99
1993-12-15,1000,60,0.004424502801782734,0.029723991507430998,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-16,1000,60,0.004350477118777675,0.02545068928950159,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-17,1000,60,0.004407762478640961,0.02754237288135593,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-20,1000,60,0.004411184760128669,0.02857142857142857,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-21,1000,60,0.004261576358914375,0.02536997885835095,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-22,1000,60,0.004294821121463972,0.026399155227032733,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-23,1000,60,0.004273091255710542,0.026371308016877638,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-27,1000,60,0.004337076598524748,0.02845100105374078,0.95,0.012223377977157071,50,0.023173502485671196,0.005283285830603796,0.012223377977157071,0.017632000536073986,0.020887055866098445,0.026501209050572017
1993-12-28,1000,60,0.004293634405515721,0.02736842105263158,0.95,0.012192187455795903,50,0.0708989891496566,0.004820923953898201,0.012192187455795903,0.01738099243781388,0.020411173262881006,0.026227162780006082
1993-12-29,1000,60,0.004295948400131501,0.029442691903259727,0.95,0.012192187455795903,50,0.0708989891496566,0.004820923953898201,0.012192187455795903,0.01738099243781388,0.020411173262881006,0.026227162780006082
1993-12-30,1000,60,0.004333775406004725,0.03046218487394958,0.95,0.012192187455795903,50,0.0708989891496566,0.004820923953898201,0.012192187455795903,0.01738099243781388,0.020411173262881006,0.026227162780006082
1993-12-31,1000,60,0.004377909374459809,0.033578174186778595,0.95,0.012192187455795903,50,0.0708989891496566,0.004820923953898201,0.012192187455795903,0.01738099243781388,0.020411173262881006,0.026227162780006082
1994-01-03,1000,60,0.004363693708659549,0.033542976939203356,0.95,0.012192187455795903,50,0.0708989891496566,0.004820923953898201,0.012192187455795903,0.01738099243781388,0.020411173262881006,0.026227162780006082
1994-01-04,1000,60,0.004370160424662104,0.03455497382198953,0.95,0.012192187455795903,50,0.0708989891496566,0.004820923953898201,0.012192187455795903,0.01738099243781388,0.020411173262881006,0.026227162780006082
1994-01-05,1000,60,0.0043708985055441775,0.03556485355648536,0.95,0.012189118585235657,50,0.11940527841193754,0.004332940952592972,0.012189118585235654,0.017109589769504118,0.019877863312099227,0.025840898893181023
1994-01-06,1000,60,0.004373284622287246,0.03657262277951933,0.95,0.012189118585235657,50,0.11940527841193754,0.004332940952592972,0.012189118585235654,0.017109589769504118,0.019877863312099227,0.025840898893181023
1994-01-07,1000,60,0.004434699365014479,0.04592901878914405,0.95,0.012189118585235657,50,0.11940527841193754,0.004332940952592972,0.012189118585235654,0.017109589769504118,0.019877863312099227,0.025840898893181023
1994-01-10,1000,60,0.004428668629755005,0.045881126173096975,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-11,1000,60,0.004384411254802135,0.03854166666666667,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-12,1000,60,0.004373078385688506,0.036420395421436005,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-13,1000,60,0.004352517614687055,0.033264033264033266,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-14,1000,60,0.004398081968482076,0.04257528556593977,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-17,1000,60,0.0044179253761337306,0.046680497925311204,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-18,1000,60,0.004378201744547806,0.04041450777202073,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-19,1000,60,0.004373190767997802,0.038302277432712216,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-20,1000,60,0.004375337507245362,0.04033092037228542,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
1994-01-21,1000,60,0.0043767913824903,0.04132231404958678,0.95,0.012162234372741875,50,0.11795416275477955,0.0043538846980984295,0.012162234372741871,0.017098355052928237,0.01987884020873119,0.025846886603272144
